vessel_id,vessel_type,capacity_tonnes,cargo_load_tonnes,engine_power_kw,speed_knots,distance_nm,wind_speed_knots,wave_height_m,current_speed_knots,weather_condition,fuel_type,fuel_price,fuel_consumed_litres,co2_emission_kg,travel_time_hours,route_id,origin_port,destination_port,deadline_hours
V-10,Ro-Ro Ferry,22000.0,15561.7,21000.0,16.1,3065.2,15.2,1.22,0.49,Moderate,LNG,0.288,458364.1,567454.8,195.18,R-BOM-PUS,BOM,PUS,257.3
V-10,Ro-Ro Ferry,22000.0,19275.5,21000.0,21.2,510.9,23.7,3.5,1.88,Rough,Biofuel,0.836,119207.2,120637.7,26.29,R-BOM-DXB,BOM,DXB,35.3
V-05,Oil Tanker,110000.0,83062.3,16000.0,13.5,8786.7,6.2,1.12,1.67,Calm,LNG,0.288,2444101.9,3025798.2,730.0,R-DXB-CMB,DXB,CMB,859.2
V-03,Bulk Carrier,75000.0,55839.0,12000.0,13.5,1901.3,17.7,2.5,0.43,Moderate,MGO,0.671,226711.4,625043.3,137.24,R-SUZ-RTM,SUZ,RTM,153.6
V-01,Container,120000.0,107250.3,65000.0,17.2,3438.9,10.1,1.21,0.83,Moderate,LNG,0.288,1300263.2,1609725.8,193.97,R-PUS-LAX,PUS,LAX,239.1
V-08,LNG Carrier,80000.0,48077.8,24000.0,16.9,341.6,17.6,1.69,0.07,Moderate,Biofuel,0.836,88249.8,89308.8,20.17,R-LAX-BOM,LAX,BOM,25.6
V-06,Oil Tanker,150000.0,96154.6,22000.0,14.1,9835.8,19.4,4.14,0.09,Rough,MGO,0.671,2146420.7,5917681.9,701.84,R-DXB-SUZ,DXB,SUZ,978.7
V-07,LNG Carrier,95000.0,81268.7,28000.0,17.8,694.5,10.4,2.09,0.41,Moderate,MGO,0.671,191809.3,528818.2,38.14,R-SGP-PUS,SGP,PUS,44.0
V-08,LNG Carrier,80000.0,66204.0,24000.0,17.5,2832.1,20.8,3.79,0.52,Rough,Biofuel,0.836,1005820.2,1017890.0,159.75,R-CMB-BOM,CMB,BOM,175.3
V-10,Ro-Ro Ferry,22000.0,18019.4,21000.0,22.4,895.5,11.3,1.23,0.67,Moderate,MGO,0.671,146411.8,403657.3,40.82,R-SUZ-CMB,SUZ,CMB,51.7
V-06,Oil Tanker,150000.0,95714.3,22000.0,15.2,1667.4,12.0,1.88,0.41,Moderate,HFO,0.512,321094.2,984795.9,111.65,R-PAN-PUS,PAN,PUS,139.5
V-07,LNG Carrier,95000.0,76381.2,28000.0,21.0,774.2,14.5,1.84,0.72,Moderate,Biofuel,0.836,322472.9,326342.6,38.17,R-DXB-SSZ,DXB,SSZ,51.3
V-06,Oil Tanker,150000.0,126828.9,22000.0,13.8,4089.1,12.1,1.47,0.61,Moderate,MGO,0.671,734411.2,2024771.7,294.46,R-PUS-SGP,PUS,SGP,326.0
V-08,LNG Carrier,80000.0,49025.2,24000.0,16.3,3897.8,14.9,1.84,0.24,Moderate,Biofuel,0.836,879632.0,890187.6,239.49,R-SSZ-SHA,SSZ,SHA,309.7
V-03,Bulk Carrier,75000.0,70631.1,12000.0,12.3,1406.5,18.2,2.69,1.34,Rough,HFO,0.512,152729.3,468420.8,103.14,R-PAN-LAX,PAN,LAX,133.5
V-04,Bulk Carrier,60000.0,57815.6,9800.0,14.9,1146.5,7.8,0.6,0.42,Calm,MGO,0.671,178155.7,491175.3,77.04,R-RTM-SSZ,RTM,SSZ,97.5
V-05,Oil Tanker,110000.0,78600.1,16000.0,15.1,1346.9,11.3,1.41,0.1,Moderate,LNG,0.288,487868.8,603981.6,88.71,R-DXB-RTM,DXB,RTM,116.3
V-02,Container,85000.0,69584.6,48000.0,16.2,2324.5,7.7,0.69,0.36,Calm,LNG,0.288,814924.9,1008877.0,146.54,R-BOM-RTM,BOM,RTM,172.9
V-05,Oil Tanker,110000.0,101277.9,16000.0,13.9,2563.7,25.5,3.81,0.19,Rough,HFO,0.512,600128.3,1840593.5,185.67,R-RTM-SSZ,RTM,SSZ,225.3
V-02,Container,85000.0,80445.2,48000.0,17.1,669.4,5.3,0.54,0.03,Calm,HFO,0.512,136511.1,418679.5,39.2,R-PAN-RTM,PAN,RTM,44.8
V-03,Bulk Carrier,75000.0,55868.4,12000.0,12.8,7315.4,14.5,2.21,0.25,Moderate,MGO,0.671,837231.0,2308245.9,579.42,R-PUS-DXB,PUS,DXB,757.8
V-01,Container,120000.0,83911.2,65000.0,18.6,5191.5,17.0,1.41,0.96,Moderate,LNG,0.288,2142326.5,2652200.2,276.03,R-SSZ-SHA,SSZ,SHA,298.4
V-06,Oil Tanker,150000.0,123359.8,22000.0,12.7,3755.4,19.5,4.31,1.92,Rough,MGO,0.671,855916.5,2359761.8,304.32,R-LAX-SHA,LAX,SHA,368.3
V-08,LNG Carrier,80000.0,60394.4,24000.0,12.0,2121.7,6.1,0.73,0.14,Calm,LNG,0.288,374660.5,463829.7,174.82,R-ANR-LAX,ANR,LAX,248.8
V-04,Bulk Carrier,60000.0,57380.0,9800.0,13.4,6309.7,10.0,0.72,0.69,Calm,Biofuel,0.836,941585.1,952884.1,494.08,R-SGP-CMB,SGP,CMB,703.7
V-04,Bulk Carrier,60000.0,47378.7,9800.0,16.4,2689.9,21.9,3.49,1.48,Rough,Biofuel,0.836,592150.8,599256.6,152.36,R-BOM-RTM,BOM,RTM,169.0
V-08,LNG Carrier,80000.0,51473.0,24000.0,16.1,2754.7,11.8,2.25,1.3,Moderate,LNG,0.288,970567.9,1201563.1,163.17,R-ANR-PAN,ANR,PAN,220.3
V-04,Bulk Carrier,60000.0,56857.0,9800.0,10.4,502.3,26.6,3.06,0.02,Rough,MGO,0.671,55595.4,153276.5,48.21,R-BOM-LAX,BOM,LAX,61.0
V-08,LNG Carrier,80000.0,52962.2,24000.0,13.3,6214.2,21.4,2.95,3.0,Rough,LNG,0.288,2428172.0,3006076.9,574.86,R-SHA-CMB,SHA,CMB,752.7
V-07,LNG Carrier,95000.0,63625.3,28000.0,16.5,7312.6,13.1,1.64,0.28,Moderate,MGO,0.671,1744465.0,4809490.0,437.29,R-SGP-SHA,SGP,SHA,581.9
V-01,Container,120000.0,106576.5,65000.0,18.2,2072.0,9.9,0.86,0.06,Calm,HFO,0.512,541168.9,1659765.0,114.07,R-RTM-SHA,RTM,SHA,134.2
V-02,Container,85000.0,62122.8,48000.0,17.4,5328.9,13.3,2.44,0.09,Moderate,LNG,0.288,1936048.4,2396827.9,307.53,R-BOM-SSZ,BOM,SSZ,395.3
V-01,Container,120000.0,112436.6,65000.0,21.6,9391.7,14.0,1.76,0.32,Moderate,LNG,0.288,5546776.0,6866908.7,428.67,R-BOM-CMB,BOM,CMB,588.3
V-06,Oil Tanker,150000.0,141537.4,22000.0,13.9,3062.2,17.8,2.29,0.31,Moderate,HFO,0.512,567233.1,1739703.9,222.3,R-LAX-CMB,LAX,CMB,242.5
V-10,Ro-Ro Ferry,22000.0,17229.9,21000.0,16.5,3401.7,8.7,0.91,0.87,Calm,MGO,0.671,349473.5,963498.4,216.97,R-LAX-RTM,LAX,RTM,269.3
V-04,Bulk Carrier,60000.0,45989.6,9800.0,13.1,9602.6,10.7,1.21,0.18,Moderate,MGO,0.671,1155754.5,3186415.2,737.19,R-DXB-SGP,DXB,SGP,1027.6
V-01,Container,120000.0,81339.1,65000.0,15.9,7865.5,5.8,0.98,0.07,Calm,LNG,0.288,2311694.6,2861877.9,492.7,R-SUZ-SHA,SUZ,SHA,578.0
V-03,Bulk Carrier,75000.0,62337.2,12000.0,13.3,1508.0,7.0,0.61,3.0,Calm,HFO,0.512,143539.4,440235.3,92.52,R-RTM-PAN,RTM,PAN,102.4
V-07,LNG Carrier,95000.0,81853.9,28000.0,16.8,389.3,11.0,1.48,0.07,Moderate,Biofuel,0.836,100564.6,101771.4,23.17,R-SSZ-ANR,SSZ,ANR,31.6
V-05,Oil Tanker,110000.0,98688.7,16000.0,15.7,318.5,13.8,1.53,0.13,Moderate,LNG,0.288,126519.9,156631.6,20.22,R-ANR-BOM,ANR,BOM,27.6
V-03,Bulk Carrier,75000.0,66331.9,12000.0,14.6,3525.2,16.0,1.91,0.71,Moderate,HFO,0.512,480777.2,1474543.7,231.24,R-PAN-RTM,PAN,RTM,327.8
V-07,LNG Carrier,95000.0,61691.7,28000.0,19.8,1965.8,12.4,2.2,0.48,Moderate,LNG,0.288,1032375.2,1278080.5,99.07,R-DXB-CMB,DXB,CMB,131.9
V-07,LNG Carrier,95000.0,76704.2,28000.0,16.6,764.3,17.4,1.41,0.38,Moderate,Biofuel,0.836,205916.2,208387.2,47.11,R-SGP-RTM,SGP,RTM,57.0
V-08,LNG Carrier,80000.0,60815.6,24000.0,15.9,7797.8,8.5,0.56,0.37,Calm,Biofuel,0.836,1582202.4,1601188.8,491.52,R-SGP-CMB,SGP,CMB,566.7
V-10,Ro-Ro Ferry,22000.0,17463.1,21000.0,16.7,3402.8,5.1,1.06,0.13,Calm,MGO,0.671,317724.4,875966.2,204.39,R-SGP-ANR,SGP,ANR,279.6
V-02,Container,85000.0,74084.8,48000.0,19.9,848.0,13.8,2.49,0.59,Moderate,HFO,0.512,236334.8,724838.8,43.34,R-LAX-CMB,LAX,CMB,53.6
V-09,Ro-Ro Ferry,18000.0,16764.3,19000.0,18.8,364.1,20.0,4.07,0.98,Rough,MGO,0.671,51988.5,143332.3,18.44,R-BOM-PUS,BOM,PUS,25.7
V-07,LNG Carrier,95000.0,69505.1,28000.0,15.0,3215.6,11.4,2.38,0.0,Moderate,Biofuel,0.836,659982.5,667902.3,214.37,R-PAN-SHA,PAN,SHA,301.7
V-07,LNG Carrier,95000.0,85344.6,28000.0,15.0,1829.9,17.6,2.39,0.17,Moderate,MGO,0.671,338831.1,934157.3,123.14,R-DXB-BOM,DXB,BOM,147.0
V-05,Oil Tanker,110000.0,61780.9,16000.0,12.4,9134.0,14.2,1.75,0.13,Moderate,LNG,0.288,2240149.0,2773304.5,743.66,R-CMB-PUS,CMB,PUS,976.4
V-03,Bulk Carrier,75000.0,62953.2,12000.0,15.1,8101.8,39.2,7.27,1.4,Stormy,MGO,0.671,2161440.1,5959090.4,535.76,R-ANR-RTM,ANR,RTM,655.8
V-01,Container,120000.0,83482.9,65000.0,19.6,3515.2,6.7,0.99,0.4,Calm,LNG,0.288,1619265.2,2004650.3,182.72,R-SGP-BOM,SGP,BOM,250.2
V-04,Bulk Carrier,60000.0,46170.0,9800.0,14.5,1259.7,12.8,2.2,2.78,Moderate,Biofuel,0.836,209668.7,212184.7,87.34,R-SHA-PAN,SHA,PAN,99.4
V-03,Bulk Carrier,75000.0,68431.3,12000.0,10.4,1962.6,11.6,1.39,0.73,Moderate,HFO,0.512,158353.2,485669.3,178.47,R-DXB-SHA,DXB,SHA,256.7
V-03,Bulk Carrier,75000.0,58742.9,12000.0,12.1,7515.6,6.9,0.53,0.32,Calm,HFO,0.512,773826.3,2373325.3,634.95,R-BOM-PUS,BOM,PUS,798.2
V-07,LNG Carrier,95000.0,85790.3,28000.0,15.3,10002.9,17.6,1.94,0.08,Moderate,Biofuel,0.836,2106070.1,2131342.9,652.87,R-PAN-SUZ,PAN,SUZ,782.5
V-09,Ro-Ro Ferry,18000.0,14505.6,19000.0,22.7,6162.6,14.0,1.95,0.28,Moderate,Electric,0.42,299079.6,104677.9,268.73,R-SSZ-SGP,SSZ,SGP,305.4
V-07,LNG Carrier,95000.0,82665.4,28000.0,16.6,7636.3,23.0,3.16,0.45,Rough,Biofuel,0.836,2138796.9,2164462.5,448.86,R-RTM-SUZ,RTM,SUZ,643.3
V-08,LNG Carrier,80000.0,74896.4,24000.0,16.6,1130.7,13.1,2.06,0.03,Moderate,LNG,0.288,451906.1,559459.8,68.02,R-LAX-SHA,LAX,SHA,96.3
V-07,LNG Carrier,95000.0,87106.1,28000.0,16.5,5763.8,27.1,4.34,3.0,Rough,LNG,0.288,3252390.9,4026459.9,384.14,R-DXB-PAN,DXB,PAN,549.4
V-06,Oil Tanker,150000.0,135917.0,22000.0,15.7,3671.2,10.4,1.35,2.34,Moderate,MGO,0.671,838365.9,2311374.8,216.81,R-SSZ-BOM,SSZ,BOM,281.7
V-01,Container,120000.0,104186.1,65000.0,19.9,2832.8,20.7,2.68,0.3,Rough,LNG,0.288,1807377.3,2237533.1,141.93,R-SHA-PUS,SHA,PUS,201.8
V-08,LNG Carrier,80000.0,75677.9,24000.0,17.4,1068.0,8.0,1.11,0.88,Calm,Biofuel,0.836,276345.8,279661.9,62.96,R-SUZ-LAX,SUZ,LAX,89.6
V-05,Oil Tanker,110000.0,57536.1,16000.0,10.0,10311.8,13.2,2.16,0.01,Moderate,HFO,0.512,1062160.5,3257646.3,1030.22,R-BOM-SSZ,BOM,SSZ,1231.5
V-02,Container,85000.0,74214.7,48000.0,20.1,680.6,11.3,1.84,0.06,Moderate,HFO,0.512,205893.7,631476.0,33.91,R-ANR-LAX,ANR,LAX,47.0
V-05,Oil Tanker,110000.0,81304.5,16000.0,13.5,335.9,8.5,0.54,0.8,Calm,HFO,0.512,52079.7,159728.4,25.05,R-LAX-SGP,LAX,SGP,33.0
V-07,LNG Carrier,95000.0,86405.4,28000.0,16.8,594.1,17.2,2.33,0.62,Moderate,MGO,0.671,141930.1,391301.3,35.29,R-SSZ-RTM,SSZ,RTM,43.1
V-07,LNG Carrier,95000.0,68124.7,28000.0,12.9,2680.3,5.0,0.54,0.23,Calm,MGO,0.671,364277.4,1004312.8,211.44,R-SSZ-BOM,SSZ,BOM,291.7
V-05,Oil Tanker,110000.0,55844.0,16000.0,13.7,1293.0,13.9,1.32,1.18,Moderate,LNG,0.288,333421.0,412775.2,89.79,R-ANR-DXB,ANR,DXB,114.7
V-09,Ro-Ro Ferry,18000.0,13656.2,19000.0,18.5,400.2,15.1,1.96,0.13,Moderate,MGO,0.671,49777.4,137236.3,21.49,R-DXB-BOM,DXB,BOM,27.2
V-07,LNG Carrier,95000.0,85400.0,28000.0,18.1,2437.8,13.8,2.25,0.87,Moderate,LNG,0.288,1016850.1,1258860.4,130.49,R-LAX-PAN,LAX,PAN,162.9
V-09,Ro-Ro Ferry,18000.0,13356.4,19000.0,16.7,1000.4,5.0,0.7,0.47,Calm,MGO,0.671,89755.9,247457.0,61.04,R-BOM-DXB,BOM,DXB,77.5
V-07,LNG Carrier,95000.0,78876.1,28000.0,17.8,3213.1,7.9,0.69,0.59,Calm,MGO,0.671,772737.9,2130438.4,179.81,R-SHA-DXB,SHA,DXB,258.3
V-05,Oil Tanker,110000.0,87210.9,16000.0,13.1,9755.3,7.8,0.59,0.25,Calm,LNG,0.288,2499395.8,3094252.0,758.72,R-LAX-ANR,LAX,ANR,830.3
V-01,Container,120000.0,106902.1,65000.0,20.6,815.7,13.7,2.3,0.03,Moderate,HFO,0.512,239818.9,735524.6,39.63,R-DXB-SUZ,DXB,SUZ,54.8
V-09,Ro-Ro Ferry,18000.0,12535.8,19000.0,17.0,1713.0,13.7,1.86,0.84,Moderate,Electric,0.42,49222.7,17227.9,102.64,R-DXB-PAN,DXB,PAN,120.2
V-02,Container,85000.0,62612.8,48000.0,13.8,3004.4,9.4,0.58,0.36,Calm,HFO,0.512,422316.8,1295245.6,213.3,R-DXB-CMB,DXB,CMB,247.3
V-10,Ro-Ro Ferry,22000.0,17547.3,21000.0,19.7,1018.6,10.9,1.32,0.21,Moderate,LNG,0.288,205921.5,254930.8,51.16,R-PAN-ANR,PAN,ANR,62.8
V-01,Container,120000.0,93300.7,65000.0,13.2,2254.7,5.2,1.18,0.15,Calm,LNG,0.288,551306.9,682517.9,171.34,R-PUS-SHA,PUS,SHA,215.8
V-04,Bulk Carrier,60000.0,44446.8,9800.0,14.3,654.5,14.5,1.85,0.01,Moderate,MGO,0.671,86063.1,237276.0,45.8,R-SUZ-CMB,SUZ,CMB,50.2
V-05,Oil Tanker,110000.0,96726.2,16000.0,14.0,999.0,6.1,0.79,0.5,Calm,HFO,0.512,160751.2,493023.9,70.84,R-CMB-SUZ,CMB,SUZ,80.0
V-09,Ro-Ro Ferry,18000.0,15778.7,19000.0,15.3,8740.7,9.4,0.6,2.39,Calm,MGO,0.671,629251.1,1734845.3,532.25,R-RTM-SSZ,RTM,SSZ,577.6
V-10,Ro-Ro Ferry,22000.0,17062.2,21000.0,20.8,630.3,15.8,1.27,1.45,Moderate,MGO,0.671,80332.8,221477.5,29.05,R-BOM-SGP,BOM,SGP,38.8
V-03,Bulk Carrier,75000.0,54383.2,12000.0,13.2,846.2,23.6,2.94,1.36,Rough,MGO,0.671,127327.2,351041.1,62.21,R-BOM-SHA,BOM,SHA,70.8
V-06,Oil Tanker,150000.0,135303.5,22000.0,13.3,3073.9,15.2,1.98,0.53,Moderate,HFO,0.512,570287.3,1749071.1,225.48,R-SSZ-BOM,SSZ,BOM,317.5
V-07,LNG Carrier,95000.0,75582.4,28000.0,16.1,351.9,24.6,3.02,1.82,Rough,LNG,0.288,165733.5,205178.1,23.42,R-PUS-BOM,PUS,BOM,27.1
V-09,Ro-Ro Ferry,18000.0,12804.7,19000.0,17.5,3209.2,17.0,1.41,0.15,Moderate,Electric,0.42,109802.0,38430.7,184.95,R-LAX-PUS,LAX,PUS,260.3
V-07,LNG Carrier,95000.0,73719.0,28000.0,15.5,797.1,18.9,3.58,0.18,Rough,MGO,0.671,173565.2,478519.3,51.28,R-PAN-LAX,PAN,LAX,71.2
V-01,Container,120000.0,92942.1,65000.0,18.3,3429.3,7.7,0.7,1.65,Calm,HFO,0.512,717248.6,2199801.5,178.49,R-SGP-SHA,SGP,SHA,237.9
V-05,Oil Tanker,110000.0,99110.4,16000.0,11.9,602.8,8.3,1.02,0.34,Calm,HFO,0.512,76831.2,235641.3,49.46,R-SSZ-PUS,SSZ,PUS,59.5
V-06,Oil Tanker,150000.0,132751.6,22000.0,12.7,2436.2,24.5,2.57,0.66,Rough,MGO,0.671,467102.0,1287800.2,194.11,R-BOM-DXB,BOM,DXB,268.8
V-09,Ro-Ro Ferry,18000.0,13791.0,19000.0,21.0,3047.0,13.4,1.25,1.64,Moderate,Electric,0.42,125830.0,44040.5,141.87,R-CMB-SHA,CMB,SHA,156.8
V-07,LNG Carrier,95000.0,76232.6,28000.0,20.3,2793.8,8.6,1.05,0.91,Calm,LNG,0.288,1449326.8,1794266.6,139.63,R-DXB-ANR,DXB,ANR,172.6
V-07,LNG Carrier,95000.0,72519.5,28000.0,15.7,5555.3,13.4,1.35,0.02,Moderate,LNG,0.288,1900994.5,2353431.2,354.02,R-SGP-DXB,SGP,DXB,417.3
V-08,LNG Carrier,80000.0,64844.4,24000.0,15.9,9702.1,42.9,5.41,0.87,Stormy,Biofuel,0.836,3728291.3,3773030.8,604.28,R-PAN-SHA,PAN,SHA,671.3
V-07,LNG Carrier,95000.0,79151.3,28000.0,18.6,2049.5,8.1,0.87,0.14,Calm,Biofuel,0.836,629005.3,636553.4,110.08,R-SGP-LAX,SGP,LAX,137.9
V-09,Ro-Ro Ferry,18000.0,14910.0,19000.0,18.9,4462.0,13.2,1.35,0.75,Moderate,MGO,0.671,542935.6,1496873.4,229.31,R-SGP-PAN,SGP,PAN,278.4
V-01,Container,120000.0,83174.6,65000.0,18.0,3568.0,7.5,0.88,0.62,Calm,HFO,0.512,736368.2,2258441.3,192.08,R-ANR-SUZ,ANR,SUZ,275.0
V-10,Ro-Ro Ferry,22000.0,17296.0,21000.0,19.6,621.3,10.0,0.88,0.53,Calm,LNG,0.288,107859.2,133529.7,30.87,R-LAX-PUS,LAX,PUS,43.6
V-07,LNG Carrier,95000.0,88040.5,28000.0,13.6,3360.9,7.8,1.14,0.41,Calm,LNG,0.288,837086.0,1036312.5,254.62,R-SSZ-SHA,SSZ,SHA,344.9
V-05,Oil Tanker,110000.0,102436.4,16000.0,14.4,7566.9,9.9,0.96,1.83,Calm,LNG,0.288,2435976.4,3015738.8,553.17,R-SUZ-LAX,SUZ,LAX,788.1
V-09,Ro-Ro Ferry,18000.0,15402.0,19000.0,18.8,2194.8,5.8,0.63,0.43,Calm,Electric,0.42,70766.3,24768.2,118.95,R-LAX-SSZ,LAX,SSZ,140.9
V-01,Container,120000.0,92324.5,65000.0,16.1,448.5,17.5,1.54,0.1,Moderate,LNG,0.288,135623.4,167901.8,27.74,R-SUZ-BOM,SUZ,BOM,33.5
V-10,Ro-Ro Ferry,22000.0,15835.8,21000.0,16.6,6519.5,7.4,0.68,0.3,Calm,Biofuel,0.836,613721.8,621086.5,399.81,R-PAN-SGP,PAN,SGP,506.0
V-05,Oil Tanker,110000.0,89109.0,16000.0,12.4,2024.5,33.4,7.36,0.3,Stormy,LNG,0.288,831876.9,1029863.6,159.42,R-LAX-RTM,LAX,RTM,207.2
V-03,Bulk Carrier,75000.0,63211.8,12000.0,12.9,3536.0,6.8,0.86,0.09,Calm,MGO,0.671,418782.9,1154584.5,272.88,R-CMB-SHA,CMB,SHA,312.3
V-07,LNG Carrier,95000.0,71183.1,28000.0,16.5,521.9,11.7,2.23,0.29,Moderate,MGO,0.671,116281.2,320587.3,31.17,R-ANR-PUS,ANR,PUS,41.4
V-02,Container,85000.0,71042.3,48000.0,18.0,7642.1,12.6,2.07,0.12,Moderate,HFO,0.512,1721823.1,5280831.4,423.68,R-SGP-SSZ,SGP,SSZ,469.4
V-06,Oil Tanker,150000.0,103954.3,22000.0,15.5,1623.0,10.5,2.45,1.22,Moderate,MGO,0.671,393522.2,1084940.7,112.36,R-SHA-PUS,SHA,PUS,162.2
V-08,LNG Carrier,80000.0,70615.0,24000.0,19.3,8616.9,42.6,5.91,1.1,Stormy,LNG,0.288,6850404.7,8480801.0,428.89,R-PUS-LAX,PUS,LAX,475.0
V-04,Bulk Carrier,60000.0,54843.9,9800.0,10.5,759.6,29.8,5.8,1.8,Stormy,Biofuel,0.836,98827.4,100013.3,70.7,R-SGP-SSZ,SGP,SSZ,87.7
V-02,Container,85000.0,66302.5,48000.0,18.7,5466.0,14.6,1.58,0.07,Moderate,LNG,0.288,2169009.7,2685234.0,292.72,R-LAX-DXB,LAX,DXB,398.0
V-09,Ro-Ro Ferry,18000.0,16361.3,19000.0,16.0,1196.3,16.3,2.3,1.26,Moderate,Electric,0.42,31367.7,10978.7,70.72,R-CMB-SHA,CMB,SHA,95.4
V-02,Container,85000.0,62381.0,48000.0,14.8,2635.4,6.5,0.87,1.13,Calm,HFO,0.512,427929.2,1312458.9,189.09,R-CMB-SGP,CMB,SGP,254.5
V-02,Container,85000.0,78318.9,48000.0,16.9,3306.5,13.5,2.32,0.23,Moderate,LNG,0.288,1163167.4,1440001.2,195.58,R-PUS-RTM,PUS,RTM,214.0
V-06,Oil Tanker,150000.0,86914.7,22000.0,13.4,8111.2,8.7,0.7,1.49,Calm,HFO,0.512,1096518.3,3363021.6,546.3,R-PUS-SGP,PUS,SGP,612.0
V-08,LNG Carrier,80000.0,60844.7,24000.0,17.2,1015.5,6.6,1.06,0.23,Calm,LNG,0.288,392264.2,485623.1,59.55,R-SHA-SUZ,SHA,SUZ,80.5
V-01,Container,120000.0,99010.1,65000.0,17.0,1912.3,16.1,1.71,0.73,Moderate,LNG,0.288,734523.5,909340.1,113.59,R-DXB-CMB,DXB,CMB,129.1
V-06,Oil Tanker,150000.0,78658.5,22000.0,14.6,3306.9,9.7,1.0,1.03,Calm,HFO,0.512,554458.2,1700523.3,229.31,R-LAX-PAN,LAX,PAN,287.5
V-01,Container,120000.0,100581.4,65000.0,19.1,5260.2,22.5,3.46,0.33,Rough,LNG,0.288,2870461.7,3553631.6,280.19,R-CMB-BOM,CMB,BOM,367.2
V-09,Ro-Ro Ferry,18000.0,12087.0,19000.0,17.8,4252.3,14.7,1.35,0.39,Moderate,Electric,0.42,142959.8,50035.9,242.85,R-RTM-SSZ,RTM,SSZ,341.5
V-08,LNG Carrier,80000.0,73786.3,24000.0,17.2,2043.9,17.6,1.91,0.26,Moderate,Biofuel,0.836,585183.7,592205.9,120.65,R-SGP-PAN,SGP,PAN,159.8
V-01,Container,120000.0,87439.3,65000.0,20.7,2401.2,15.4,1.88,0.27,Moderate,LNG,0.288,1223949.4,1515249.4,116.56,R-SHA-SGP,SHA,SGP,126.8
V-06,Oil Tanker,150000.0,136614.8,22000.0,10.0,8313.3,17.8,1.66,0.17,Moderate,HFO,0.512,844176.2,2589088.4,845.62,R-CMB-PAN,CMB,PAN,1033.0
V-10,Ro-Ro Ferry,22000.0,18388.4,21000.0,18.8,8116.6,6.9,1.15,1.02,Calm,Biofuel,0.836,1034653.3,1047069.1,455.0,R-BOM-RTM,BOM,RTM,641.5
V-05,Oil Tanker,110000.0,82330.8,16000.0,12.9,2728.7,15.0,1.76,0.03,Moderate,HFO,0.512,427701.9,1311761.7,211.32,R-PAN-PUS,PAN,PUS,274.2
V-08,LNG Carrier,80000.0,54762.9,24000.0,18.0,4070.2,6.9,0.87,0.39,Calm,Biofuel,0.836,1255727.2,1270795.9,230.84,R-SUZ-SGP,SUZ,SGP,303.4
V-03,Bulk Carrier,75000.0,65742.0,12000.0,15.3,1337.9,8.8,1.0,0.44,Calm,HFO,0.512,203575.1,624364.8,88.23,R-CMB-SHA,CMB,SHA,106.3
V-04,Bulk Carrier,60000.0,41674.4,9800.0,14.0,3195.1,6.3,0.75,0.43,Calm,MGO,0.671,431191.9,1188796.1,229.88,R-DXB-SGP,DXB,SGP,304.4
V-08,LNG Carrier,80000.0,73036.6,24000.0,16.2,539.3,10.7,2.15,0.64,Moderate,Biofuel,0.836,140172.7,141854.8,32.2,R-CMB-SUZ,CMB,SUZ,35.1
V-06,Oil Tanker,150000.0,102615.9,22000.0,11.2,675.6,23.6,4.44,0.2,Rough,HFO,0.512,103075.4,316132.3,60.77,R-ANR-SGP,ANR,SGP,78.3
V-02,Container,85000.0,75894.5,48000.0,15.6,2920.6,9.9,0.88,0.95,Calm,LNG,0.288,956309.7,1183911.4,193.53,R-SHA-BOM,SHA,BOM,229.1
V-05,Oil Tanker,110000.0,82827.4,16000.0,12.1,3246.8,16.0,1.78,0.93,Moderate,HFO,0.512,441414.5,1353818.3,271.78,R-CMB-PUS,CMB,PUS,300.5
V-01,Container,120000.0,86535.6,65000.0,18.2,2844.5,24.8,3.59,0.16,Rough,LNG,0.288,1413558.3,1749985.2,155.23,R-PAN-SGP,PAN,SGP,214.4
V-09,Ro-Ro Ferry,18000.0,16033.9,19000.0,20.8,1391.6,17.0,1.44,1.47,Moderate,MGO,0.671,197837.2,545437.2,71.89,R-SHA-SUZ,SHA,SUZ,90.9
V-05,Oil Tanker,110000.0,91224.8,16000.0,13.6,3560.8,6.8,1.0,0.03,Calm,HFO,0.512,554726.0,1701344.6,261.97,R-PUS-DXB,PUS,DXB,288.8
V-07,LNG Carrier,95000.0,85218.7,28000.0,17.9,8288.8,16.0,1.56,0.64,Moderate,MGO,0.671,2337799.6,6445313.5,449.13,R-SSZ-BOM,SSZ,BOM,593.8
V-10,Ro-Ro Ferry,22000.0,17039.4,21000.0,18.7,7029.8,15.4,1.37,0.63,Moderate,MGO,0.671,769525.6,2121582.1,365.62,R-DXB-SUZ,DXB,SUZ,436.3
V-05,Oil Tanker,110000.0,93895.3,16000.0,13.1,3127.7,25.8,3.33,1.06,Rough,LNG,0.288,1068360.3,1322630.1,252.25,R-DXB-SUZ,DXB,SUZ,306.0
V-03,Bulk Carrier,75000.0,58968.2,12000.0,12.0,481.3,14.3,1.41,0.97,Moderate,HFO,0.512,50186.5,153922.0,43.3,R-PUS-SUZ,PUS,SUZ,51.0
V-06,Oil Tanker,150000.0,92369.6,22000.0,15.9,3135.1,5.3,0.75,0.22,Calm,MGO,0.671,682386.1,1881338.5,199.94,R-DXB-PUS,DXB,PUS,235.8
